"Age";"SibSp";"Parch";"Fare";"id";"cluster"
21.0;0.0;0.0;7.8542;493.0;"cluster_3"
21.0;0.0;0.0;16.1;494.0;"cluster_3"
61.0;0.0;0.0;32.3208;495.0;"cluster_1"
57.0;0.0;0.0;12.35;496.0;"cluster_1"
21.0;0.0;0.0;77.9583;497.0;"cluster_0"
26.0;0.0;0.0;7.8958;498.0;"cluster_3"
80.0;0.0;0.0;30.0;499.0;"cluster_1"
51.0;0.0;0.0;7.0542;500.0;"cluster_1"
32.0;0.0;0.0;30.5;501.0;"cluster_1"
9.0;3.0;2.0;27.9;502.0;"cluster_3"
28.0;0.0;0.0;13.0;503.0;"cluster_3"
32.0;0.0;0.0;7.925;504.0;"cluster_3"
31.0;1.0;1.0;26.25;505.0;"cluster_1"
41.0;0.0;5.0;39.6875;506.0;"cluster_1"
20.0;0.0;0.0;7.8542;507.0;"cluster_3"
24.0;0.0;0.0;69.3;508.0;"cluster_0"
2.0;3.0;2.0;27.9;509.0;"cluster_3"
0.0;2.0;1.0;19.2583;510.0;"cluster_3"
48.0;1.0;0.0;76.7292;511.0;"cluster_0"
19.0;0.0;0.0;7.8958;512.0;"cluster_3"
56.0;0.0;0.0;35.5;513.0;"cluster_1"
23.0;0.0;0.0;7.55;514.0;"cluster_3"
18.0;0.0;1.0;23.0;515.0;"cluster_3"
21.0;0.0;0.0;8.4333;516.0;"cluster_3"
18.0;0.0;0.0;6.75;517.0;"cluster_3"
24.0;2.0;0.0;73.5;518.0;"cluster_0"
32.0;1.0;1.0;15.5;519.0;"cluster_3"
23.0;0.0;0.0;13.0;520.0;"cluster_3"
58.0;0.0;2.0;113.275;521.0;"cluster_0"
50.0;2.0;0.0;133.65;522.0;"cluster_0"
40.0;0.0;0.0;7.225;523.0;"cluster_3"
47.0;0.0;0.0;25.5875;524.0;"cluster_1"
36.0;0.0;0.0;7.4958;525.0;"cluster_3"
20.0;1.0;0.0;7.925;526.0;"cluster_3"
32.0;2.0;0.0;73.5;527.0;"cluster_0"
25.0;0.0;0.0;13.0;528.0;"cluster_3"
43.0;0.0;0.0;8.05;529.0;"cluster_1"
40.0;1.0;1.0;39.0;530.0;"cluster_1"
31.0;1.0;0.0;52.0;531.0;"cluster_1"
70.0;0.0;0.0;10.5;532.0;"cluster_1"
31.0;0.0;0.0;13.0;533.0;"cluster_3"
18.0;0.0;0.0;7.775;534.0;"cluster_3"
24.0;0.0;0.0;8.05;535.0;"cluster_3"
18.0;0.0;0.0;9.8417;536.0;"cluster_3"
43.0;1.0;6.0;46.9;537.0;"cluster_1"
36.0;0.0;1.0;512.3292;538.0;"cluster_2"
27.0;0.0;0.0;76.7292;539.0;"cluster_0"
20.0;0.0;0.0;9.225;540.0;"cluster_3"
14.0;5.0;2.0;46.9;541.0;"cluster_3"
60.0;1.0;1.0;39.0;542.0;"cluster_1"
25.0;1.0;2.0;41.5792;543.0;"cluster_1"
14.0;4.0;1.0;39.6875;544.0;"cluster_3"
19.0;0.0;0.0;10.1708;545.0;"cluster_3"
18.0;0.0;0.0;7.7958;546.0;"cluster_3"
15.0;0.0;1.0;211.3375;547.0;"cluster_2"
31.0;1.0;0.0;57.0;548.0;"cluster_1"
4.0;0.0;1.0;13.4167;549.0;"cluster_3"
25.0;0.0;0.0;7.225;550.0;"cluster_3"
60.0;0.0;0.0;26.55;551.0;"cluster_1"
52.0;0.0;0.0;13.5;552.0;"cluster_1"
44.0;0.0;0.0;8.05;553.0;"cluster_1"
49.0;1.0;1.0;110.8833;554.0;"cluster_0"
42.0;0.0;0.0;7.65;555.0;"cluster_3"
18.0;1.0;0.0;227.525;556.0;"cluster_2"
35.0;0.0;0.0;26.2875;557.0;"cluster_1"
18.0;0.0;1.0;14.4542;558.0;"cluster_3"
25.0;0.0;0.0;7.7417;559.0;"cluster_3"
26.0;1.0;0.0;7.8542;560.0;"cluster_3"
39.0;0.0;0.0;26.0;561.0;"cluster_1"
45.0;0.0;0.0;13.5;562.0;"cluster_1"
42.0;0.0;0.0;26.2875;563.0;"cluster_1"
22.0;0.0;0.0;151.55;564.0;"cluster_0"
24.0;0.0;0.0;49.5042;565.0;"cluster_1"
48.0;1.0;0.0;52.0;566.0;"cluster_1"
29.0;0.0;0.0;9.4833;567.0;"cluster_3"
52.0;0.0;0.0;13.0;568.0;"cluster_1"
19.0;0.0;0.0;7.65;569.0;"cluster_3"
38.0;0.0;0.0;227.525;570.0;"cluster_2"
27.0;0.0;0.0;10.5;571.0;"cluster_3"
33.0;0.0;0.0;7.775;572.0;"cluster_3"
6.0;0.0;1.0;33.0;573.0;"cluster_3"
17.0;1.0;0.0;7.0542;574.0;"cluster_3"
34.0;0.0;0.0;13.0;575.0;"cluster_3"
50.0;0.0;0.0;13.0;576.0;"cluster_1"
27.0;1.0;0.0;53.1;577.0;"cluster_1"
20.0;0.0;0.0;8.6625;578.0;"cluster_3"
30.0;3.0;0.0;21.0;579.0;"cluster_3"
25.0;1.0;0.0;26.0;580.0;"cluster_3"
25.0;1.0;0.0;7.925;581.0;"cluster_3"
29.0;0.0;0.0;211.3375;582.0;"cluster_2"
11.0;0.0;0.0;18.7875;583.0;"cluster_3"
23.0;0.0;0.0;13.0;584.0;"cluster_3"
23.0;0.0;0.0;13.0;585.0;"cluster_3"
28.0;0.0;0.0;16.1;586.0;"cluster_3"
48.0;1.0;3.0;34.375;587.0;"cluster_1"
35.0;0.0;0.0;512.3292;588.0;"cluster_2"
36.0;1.0;0.0;78.85;589.0;"cluster_0"
21.0;2.0;2.0;262.375;590.0;"cluster_2"
24.0;1.0;0.0;16.1;591.0;"cluster_3"
31.0;0.0;0.0;7.925;592.0;"cluster_3"
70.0;1.0;1.0;71.0;593.0;"cluster_0"
16.0;1.0;1.0;20.25;594.0;"cluster_3"
30.0;0.0;0.0;13.0;595.0;"cluster_3"
19.0;1.0;0.0;53.1;596.0;"cluster_1"
31.0;0.0;0.0;7.75;597.0;"cluster_3"
4.0;1.0;1.0;23.0;598.0;"cluster_3"
6.0;0.0;1.0;12.475;599.0;"cluster_3"
33.0;0.0;0.0;9.5;600.0;"cluster_3"
23.0;0.0;0.0;7.8958;601.0;"cluster_3"
48.0;1.0;2.0;65.0;602.0;"cluster_0"
0.0;1.0;1.0;14.5;603.0;"cluster_3"
28.0;0.0;0.0;7.7958;604.0;"cluster_3"
18.0;0.0;0.0;11.5;605.0;"cluster_3"
34.0;0.0;0.0;8.05;606.0;"cluster_3"
33.0;0.0;0.0;86.5;607.0;"cluster_0"
41.0;0.0;0.0;7.125;608.0;"cluster_3"
20.0;0.0;0.0;7.2292;609.0;"cluster_3"
36.0;1.0;2.0;120.0;610.0;"cluster_0"
16.0;0.0;0.0;7.775;611.0;"cluster_3"
51.0;1.0;0.0;77.9583;612.0;"cluster_0"
30.0;0.0;0.0;7.75;613.0;"cluster_3"
32.0;0.0;0.0;8.3625;614.0;"cluster_3"
24.0;0.0;0.0;9.5;615.0;"cluster_3"
48.0;0.0;0.0;7.8542;616.0;"cluster_1"
57.0;0.0;0.0;10.5;617.0;"cluster_1"
54.0;1.0;3.0;23.0;618.0;"cluster_1"
18.0;0.0;0.0;7.75;619.0;"cluster_3"
5.0;0.0;0.0;12.475;620.0;"cluster_3"
43.0;0.0;1.0;211.3375;621.0;"cluster_2"
13.0;0.0;0.0;7.2292;622.0;"cluster_3"
17.0;1.0;0.0;57.0;623.0;"cluster_1"
29.0;0.0;0.0;30.0;624.0;"cluster_1"
25.0;0.0;0.0;7.05;625.0;"cluster_3"
25.0;0.0;0.0;7.25;626.0;"cluster_3"
18.0;0.0;0.0;7.4958;627.0;"cluster_3"
8.0;4.0;1.0;29.125;628.0;"cluster_3"
1.0;1.0;2.0;20.575;629.0;"cluster_3"
46.0;0.0;0.0;79.2;630.0;"cluster_0"
16.0;0.0;0.0;26.0;631.0;"cluster_3"
25.0;0.0;0.0;7.8958;632.0;"cluster_3"
39.0;0.0;0.0;13.0;633.0;"cluster_1"
49.0;0.0;0.0;25.9292;634.0;"cluster_1"
31.0;0.0;0.0;8.6833;635.0;"cluster_3"
30.0;0.0;0.0;7.2292;636.0;"cluster_3"
30.0;1.0;1.0;24.15;637.0;"cluster_3"
34.0;0.0;0.0;13.0;638.0;"cluster_3"
31.0;1.0;1.0;26.25;639.0;"cluster_1"
11.0;1.0;2.0;120.0;640.0;"cluster_0"
0.0;0.0;1.0;8.5167;641.0;"cluster_3"
27.0;0.0;0.0;6.975;642.0;"cluster_3"
31.0;0.0;0.0;7.775;643.0;"cluster_3"
39.0;0.0;0.0;0.0;644.0;"cluster_3"
18.0;0.0;0.0;7.775;645.0;"cluster_3"
39.0;0.0;0.0;13.0;646.0;"cluster_1"
33.0;1.0;0.0;53.1;647.0;"cluster_1"
26.0;0.0;0.0;7.8875;648.0;"cluster_3"
39.0;0.0;0.0;24.15;649.0;"cluster_1"
35.0;0.0;0.0;10.5;650.0;"cluster_3"
6.0;4.0;2.0;31.275;651.0;"cluster_3"
30.0;0.0;0.0;8.05;652.0;"cluster_3"
23.0;0.0;0.0;7.925;653.0;"cluster_3"
31.0;1.0;1.0;37.0042;654.0;"cluster_1"
43.0;0.0;0.0;6.45;655.0;"cluster_3"
10.0;3.0;2.0;27.9;656.0;"cluster_3"
52.0;1.0;1.0;93.5;657.0;"cluster_0"
27.0;0.0;0.0;8.6625;658.0;"cluster_3"
38.0;0.0;0.0;0.0;659.0;"cluster_3"
27.0;0.0;1.0;12.475;660.0;"cluster_3"
2.0;4.0;1.0;39.6875;661.0;"cluster_3"
1.0;0.0;2.0;37.0042;662.0;"cluster_3"
62.0;0.0;0.0;80.0;663.0;"cluster_0"
15.0;1.0;0.0;14.4542;664.0;"cluster_3"
0.0;1.0;1.0;18.75;665.0;"cluster_3"
23.0;0.0;0.0;7.8542;666.0;"cluster_3"
18.0;0.0;0.0;8.3;667.0;"cluster_3"
39.0;1.0;1.0;83.1583;668.0;"cluster_0"
21.0;0.0;0.0;8.6625;669.0;"cluster_3"
32.0;0.0;0.0;56.4958;670.0;"cluster_1"
20.0;0.0;0.0;7.925;671.0;"cluster_3"
16.0;0.0;0.0;10.5;672.0;"cluster_3"
30.0;0.0;0.0;31.0;673.0;"cluster_1"
34.0;0.0;0.0;6.4375;674.0;"cluster_3"
17.0;0.0;0.0;8.6625;675.0;"cluster_3"
42.0;0.0;0.0;7.55;676.0;"cluster_3"
35.0;0.0;0.0;7.8958;677.0;"cluster_3"
28.0;0.0;1.0;33.0;678.0;"cluster_1"
4.0;4.0;2.0;31.275;679.0;"cluster_3"
74.0;0.0;0.0;7.775;680.0;"cluster_1"
9.0;1.0;1.0;15.2458;681.0;"cluster_3"
16.0;0.0;1.0;39.4;682.0;"cluster_3"
44.0;1.0;0.0;26.0;683.0;"cluster_1"
18.0;0.0;1.0;9.35;684.0;"cluster_3"
45.0;1.0;1.0;164.8667;685.0;"cluster_0"
51.0;0.0;0.0;26.55;686.0;"cluster_1"
24.0;0.0;3.0;19.2583;687.0;"cluster_3"
41.0;2.0;0.0;14.1083;688.0;"cluster_1"
21.0;1.0;0.0;11.5;689.0;"cluster_3"
48.0;0.0;0.0;25.9292;690.0;"cluster_1"
24.0;0.0;0.0;13.0;691.0;"cluster_3"
42.0;0.0;0.0;13.0;692.0;"cluster_1"
27.0;1.0;0.0;13.8583;693.0;"cluster_3"
31.0;0.0;0.0;50.4958;694.0;"cluster_1"
4.0;1.0;1.0;11.1333;695.0;"cluster_3"
26.0;0.0;0.0;7.8958;696.0;"cluster_3"
47.0;1.0;1.0;52.5542;697.0;"cluster_1"
33.0;0.0;0.0;5.0;698.0;"cluster_3"
47.0;0.0;0.0;9.0;699.0;"cluster_1"
28.0;1.0;0.0;24.0;700.0;"cluster_3"
15.0;0.0;0.0;7.225;701.0;"cluster_3"
20.0;0.0;0.0;9.8458;702.0;"cluster_3"
19.0;0.0;0.0;7.8958;703.0;"cluster_3"
56.0;0.0;1.0;83.1583;704.0;"cluster_0"
25.0;0.0;1.0;26.0;705.0;"cluster_3"
33.0;0.0;0.0;7.8958;706.0;"cluster_3"
22.0;0.0;0.0;10.5167;707.0;"cluster_3"
28.0;0.0;0.0;10.5;708.0;"cluster_3"
25.0;0.0;0.0;7.05;709.0;"cluster_3"
39.0;0.0;5.0;29.125;710.0;"cluster_1"
27.0;0.0;0.0;13.0;711.0;"cluster_3"
19.0;0.0;0.0;30.0;712.0;"cluster_3"
26.0;0.0;0.0;30.0;713.0;"cluster_3"
32.0;0.0;0.0;7.75;714.0;"cluster_3"
